word;type
divergent;negative
diversified;posivitive
divine;posivitive
divinely;posivitive
divisive;negative
divisively;negative
divisiveness;negative
dizzing;negative
dizzingly;negative
dizzy;negative
doddering;negative
dodgey;negative
dogged;negative
doggedly;negative
dogmatic;negative
doldrums;negative
dominate;posivitive
dominated;posivitive
dominates;posivitive
domineer;negative
domineering;negative
donside;negative
doom;negative
doomed;negative
doomsday;negative
dope;negative
dote;posivitive
dotingly;posivitive
doubt;negative
doubtful;negative
doubtfully;negative
doubtless;posivitive
doubts;negative
douchbag;negative
douchebag;negative
douchebags;negative
downbeat;negative
downcast;negative
downer;negative
downfall;negative
downfallen;negative
downgrade;negative
downhearted;negative
downheartedly;negative
downhill;negative
downside;negative
downsides;negative
downturn;negative
downturns;negative
drab;negative
draconian;negative
draconic;negative
drag;negative
dragged;negative
dragging;negative
dragoon;negative
drags;negative
drain;negative
drained;negative
draining;negative
drains;negative
drastic;negative
drastically;negative
drawback;negative
drawbacks;negative
dread;negative
dreadful;negative
dreadfully;negative
dreadfulness;negative
dreamland;posivitive
dreary;negative
dripped;negative
dripping;negative
drippy;negative
drips;negative
drones;negative
droop;negative
droops;negative
dropout;negative
drop-out;negative
dropouts;negative
drop-outs;negative
drought;negative
drowning;negative
drunk;negative
drunkard;negative
drunken;negative
dubious;negative
dubiously;negative
dubitable;negative
dud;negative
dull;negative
dullard;negative
dumb;negative
dumbfound;negative
dumbfounded;posivitive
dumbfounding;posivitive
dummy-proof;posivitive
dump;negative
dumped;negative
dumping;negative
dumps;negative
dunce;negative
dungeon;negative
dungeons;negative
dupe;negative
durable;posivitive
dust;negative
dusty;negative
dwindling;negative
dying;negative
dynamic;posivitive
eager;posivitive
eagerly;posivitive
eagerness;posivitive
earnest;posivitive
earnestly;posivitive
earnestness;posivitive
earsplitting;negative
ease;posivitive
eased;posivitive
eases;posivitive
easier;posivitive
easiest;posivitive
easiness;posivitive
easing;posivitive
easy;posivitive
easygoing;posivitive
easy-to-use;posivitive
ebullience;posivitive
ebullient;posivitive
ebulliently;posivitive
eccentric;negative
eccentricity;negative
ecenomical;posivitive
economical;posivitive
ecstasies;posivitive
ecstasy;posivitive
ecstatic;posivitive
ecstatically;posivitive
edify;posivitive
educated;posivitive
effective;posivitive
effectively;posivitive
effectiveness;posivitive
effectual;posivitive
efficacious;posivitive
efficient;posivitive
efficiently;posivitive
effigy;negative
effortless;posivitive
effortlessly;posivitive
effrontery;negative
effusion;posivitive
effusive;posivitive
effusively;posivitive
effusiveness;posivitive
egocentric;negative
egomania;negative
egotism;negative
egotistical;negative
egotistically;negative
egregious;negative
egregiously;negative
elan;posivitive
elate;posivitive
elated;posivitive
elatedly;posivitive
elation;posivitive
election-rigger;negative
electrify;posivitive
elegance;posivitive
elegant;posivitive
elegantly;posivitive
elevate;posivitive
elimination;negative
elite;posivitive
eloquence;posivitive
eloquent;posivitive
eloquently;posivitive
emaciated;negative
emasculate;negative
embarrass;negative
embarrassing;negative
embarrassingly;negative
embarrassment;negative
embattled;negative
embolden;posivitive
embroil;negative
embroiled;negative
embroilment;negative
emergency;negative
eminence;posivitive
eminent;posivitive
empathize;posivitive
empathy;posivitive
emphatic;negative
emphatically;negative
empower;posivitive
empowerment;posivitive
emptiness;negative
enchant;posivitive
enchanted;posivitive
enchanting;posivitive
enchantingly;posivitive
encourage;posivitive
encouragement;posivitive
encouraging;posivitive
encouragingly;posivitive
encroach;negative
encroachment;negative
endanger;negative
endear;posivitive
endearing;posivitive
endorse;posivitive
endorsed;posivitive
endorsement;posivitive
endorses;posivitive
endorsing;posivitive
enemies;negative
enemy;negative
energetic;posivitive
energize;posivitive
energy-efficient;posivitive
energy-saving;posivitive
enervate;negative
enfeeble;negative
enflame;negative
engaging;posivitive
engrossing;posivitive
engulf;negative
enhance;posivitive
enhanced;posivitive
enhancement;posivitive
enhances;posivitive
enjoin;negative
enjoy;posivitive
enjoyable;posivitive
enjoyably;posivitive
enjoyed;posivitive
enjoying;posivitive
enjoyment;posivitive
enjoys;posivitive
enlighten;posivitive
enlightenment;posivitive
enliven;posivitive
enmity;negative
ennoble;posivitive
enough;posivitive
enrage;negative
enraged;negative
enraging;negative
enrapt;posivitive
enrapture;posivitive
enraptured;posivitive
enrich;posivitive
enrichment;posivitive
enslave;negative
entangle;negative
entanglement;negative
enterprising;posivitive
entertain;posivitive
entertaining;posivitive
entertains;posivitive
enthral;posivitive
enthrall;posivitive
enthralled;posivitive
enthuse;posivitive
enthusiasm;posivitive
enthusiast;posivitive
enthusiastic;posivitive
enthusiastically;posivitive
entice;posivitive
enticed;posivitive
enticing;posivitive
enticingly;posivitive
entranced;posivitive
entrancing;posivitive
entrap;negative
entrapment;negative
entrust;posivitive
enviable;posivitive
enviably;posivitive
envious;posivitive
envious;negative
enviously;posivitive
enviously;negative
enviousness;posivitive
enviousness;negative
envy;posivitive
epidemic;negative
equitable;posivitive
equivocal;negative
erase;negative
ergonomical;posivitive
erode;negative
erodes;negative
erosion;negative
err;negative
errant;negative
erratic;negative
erratically;negative
err-free;posivitive
erroneous;negative
erroneously;negative
error;negative
errors;negative
erudite;posivitive
eruptions;negative
escapade;negative
eschew;negative
estranged;negative
ethical;posivitive
eulogize;posivitive
euphoria;posivitive
euphoric;posivitive
euphorically;posivitive
evade;negative
evaluative;posivitive
evasion;negative
evasive;negative
evenly;posivitive
eventful;posivitive
everlasting;posivitive
evil;negative
evildoer;negative
evils;negative
eviscerate;negative
evocative;posivitive
exacerbate;negative
exagerate;negative
exagerated;negative
exagerates;negative
exaggerate;negative
exaggeration;negative
exalt;posivitive
exaltation;posivitive
exalted;posivitive
exaltedly;posivitive
exalting;posivitive
exaltingly;posivitive
examplar;posivitive
examplary;posivitive
exasperate;negative
exasperated;negative
exasperating;negative
exasperatingly;negative
exasperation;negative
excallent;posivitive
exceed;posivitive
exceeded;posivitive
exceeding;posivitive
exceedingly;posivitive
exceeds;posivitive
excel;posivitive
exceled;posivitive
excelent;posivitive
excellant;posivitive
excelled;posivitive
excellence;posivitive
excellency;posivitive
excellent;posivitive
excellently;posivitive
excels;posivitive
exceptional;posivitive
exceptionally;posivitive
excessive;negative
excessively;negative
excite;posivitive
excited;posivitive
excitedly;posivitive
excitedness;posivitive
excitement;posivitive
excites;posivitive
exciting;posivitive
excitingly;posivitive
exclusion;negative
excoriate;negative
excruciating;negative
excruciatingly;negative
excuse;negative
excuses;negative
execrate;negative
exellent;posivitive
exemplar;posivitive
exemplary;posivitive
exhaust;negative
exhausted;negative
exhaustion;negative
exhausts;negative
exhilarate;posivitive
exhilarating;posivitive
exhilaratingly;posivitive
exhilaration;posivitive
exhorbitant;negative
exhort;negative
exile;negative
exonerate;posivitive
exorbitant;negative
exorbitantance;negative
exorbitantly;negative
expansive;posivitive
expeditiously;posivitive
expel;negative
expensive;negative
expertly;posivitive
expire;negative
expired;negative
explode;negative
exploit;negative
exploitation;negative
explosive;negative
expropriate;negative
expropriation;negative
expulse;negative
expunge;negative
exquisite;posivitive
exquisitely;posivitive
exterminate;negative
extermination;negative
extinguish;negative
extol;posivitive
extoll;posivitive
extort;negative
extortion;negative
extraneous;negative
extraordinarily;posivitive
extraordinary;posivitive
extravagance;negative
extravagant;negative
extravagantly;negative
extremism;negative
extremist;negative
extremists;negative
exuberance;posivitive
exuberant;posivitive
exuberantly;posivitive
exult;posivitive
exultant;posivitive
exultation;posivitive
exultingly;posivitive
eyecatch;posivitive
eye-catch;posivitive
eyecatching;posivitive
eye-catching;posivitive
eyesore;negative
f**k;negative
fabricate;negative
fabrication;negative
fabulous;posivitive
fabulously;posivitive
facetious;negative
facetiously;negative
facilitate;posivitive
fail;negative
failed;negative
failing;negative
fails;negative
failure;negative
failures;negative
faint;negative
fainthearted;negative
fair;posivitive
fairly;posivitive
fairness;posivitive
faith;posivitive
faithful;posivitive
faithfully;posivitive
faithfulness;posivitive
faithless;negative
fake;negative
fall;negative
fallacies;negative
fallacious;negative
fallaciously;negative
fallaciousness;negative
fallacy;negative
fallen;negative
falling;negative
fallout;negative
falls;negative
false;negative
falsehood;negative
falsely;negative
falsify;negative
falter;negative
faltered;negative
fame;posivitive
famed;posivitive
famine;negative
famished;negative
famous;posivitive
famously;posivitive
fanatic;negative
fanatical;negative
fanatically;negative
fanaticism;negative
fanatics;negative
fancier;posivitive
fanciful;negative
fancinating;posivitive
fancy;posivitive
fanfare;posivitive
fans;posivitive
fantastic;posivitive
fantastically;posivitive
farce;negative
farcical;negative
farcically;negative
farcical-yet-provocative;negative
farfetched;negative
far-fetched;negative
fascinate;posivitive
fascinating;posivitive
fascinatingly;posivitive
fascination;posivitive
fascism;negative
fascist;negative
fashionable;posivitive
fashionably;posivitive
fast;posivitive
faster;posivitive
fastest;posivitive
fastest-growing;posivitive
fast-growing;posivitive
fastidious;negative
fastidiously;negative
fast-paced;posivitive
fastuous;negative
fat;negative
fatal;negative
fatalistic;negative
fatalistically;negative
fatally;negative
fatcat;negative
fat-cat;negative
fatcats;negative
fat-cats;negative
fateful;negative
fatefully;negative
fathomless;negative
fatigue;negative
fatigued;negative
fatique;negative
fatty;negative
fatuity;negative
fatuous;negative
fatuously;negative
fault;negative
faultless;posivitive
faults;negative
faulty;negative
fav;posivitive
fave;posivitive
favor;posivitive
favorable;posivitive
favored;posivitive
favorite;posivitive
favorited;posivitive
favour;posivitive
fawningly;negative
faze;negative
fear;negative
fearful;negative
fearfully;negative
fearless;posivitive
fearlessly;posivitive
fears;negative
fearsome;negative
feasible;posivitive
feasibly;posivitive
feat;posivitive
feature-rich;posivitive
fecilitous;posivitive
feckless;negative
feeble;negative
feeblely;negative
feebleminded;negative
feign;negative
feint;negative
feisty;posivitive
felicitate;posivitive
felicitous;posivitive
felicity;posivitive
fell;negative
felon;negative
felonious;negative
ferociously;negative
ferocity;negative
fertile;posivitive
fervent;posivitive
fervently;posivitive
fervid;posivitive
fervidly;posivitive
fervor;posivitive
festive;posivitive
fetid;negative
fever;negative
feverish;negative
fevers;negative
fiasco;negative
fib;negative
fibber;negative
fickle;negative
fiction;negative
fictional;negative
fictitious;negative
fidelity;posivitive
fidget;negative
fidgety;negative
fiend;negative
fiendish;negative
fierce;negative
fiery;posivitive
figurehead;negative
filth;negative
filthy;negative
finagle;negative
fine;posivitive
fine-looking;posivitive
finely;posivitive
finer;posivitive
finest;posivitive
finicky;negative
firmer;posivitive
first-class;posivitive
first-in-class;posivitive
first-rate;posivitive
fissures;negative
fist;negative
flabbergast;negative
flabbergasted;negative
flagging;negative
flagrant;negative
flagrantly;negative
flair;negative
flairs;negative
flak;negative
flake;negative
flakey;negative
flakieness;negative
flaking;negative
flaky;negative
flare;negative
flares;negative
flareup;negative
flareups;negative
flashy;posivitive
flat-out;negative
flatter;posivitive
flattering;posivitive
flatteringly;posivitive
flaunt;negative
flaw;negative
flawed;negative
flawless;posivitive
flawlessly;posivitive
flaws;negative
flee;negative
fleed;negative
fleeing;negative
fleer;negative
flees;negative
fleeting;negative
flexibility;posivitive
flexible;posivitive
flicering;negative
flicker;negative
flickering;negative
flickers;negative
flighty;negative
flimflam;negative
flimsy;negative
flirt;negative
flirty;negative
floored;negative
flounder;negative
floundering;negative
flourish;posivitive
flourishing;posivitive
flout;negative
fluent;posivitive
fluster;negative
flutter;posivitive
foe;negative
fond;posivitive
fondly;posivitive
fondness;posivitive
fool;negative
fooled;negative
foolhardy;negative
foolish;negative
foolishly;negative
foolishness;negative
foolproof;posivitive
forbid;negative
forbidden;negative
forbidding;negative
forceful;negative
foreboding;negative
forebodingly;negative
foremost;posivitive
foresight;posivitive
forfeit;negative
forged;negative
forgetful;negative
forgetfully;negative
forgetfulness;negative
forlorn;negative
forlornly;negative
formidable;posivitive
forsake;negative
forsaken;negative
forswear;negative
fortitude;posivitive
fortuitous;posivitive
fortuitously;posivitive
fortunate;posivitive
fortunately;posivitive
fortune;posivitive
foul;negative
foully;negative
foulness;negative
fractious;negative
fractiously;negative
fracture;negative
fragile;negative
fragmented;negative
fragrant;posivitive
frail;negative
frantic;negative
frantically;negative
franticly;negative
fraud;negative
fraudulent;negative
fraught;negative
frazzle;negative
frazzled;negative
freak;negative
freaking;negative
freakish;negative
freakishly;negative
freaks;negative
free;posivitive
freed;posivitive
freedom;posivitive
freedoms;posivitive
freeze;negative
freezes;negative
freezing;negative
frenetic;negative
frenetically;negative
frenzied;negative
frenzy;negative
fresh;posivitive
fresher;posivitive
freshest;posivitive
fret;negative
fretful;negative
frets;negative
friction;negative
frictions;negative
fried;negative
friendliness;posivitive
friendly;posivitive
friggin;negative
frigging;negative
fright;negative
frighten;negative
frightening;negative
frighteningly;negative
frightful;negative
frightfully;negative
frigid;negative
frolic;posivitive
frost;negative
frown;negative
froze;negative
frozen;negative
frugal;posivitive
fruitful;posivitive
fruitless;negative
fruitlessly;negative
frustrate;negative
frustrated;negative
frustrates;negative
frustrating;negative
frustratingly;negative
frustration;negative
frustrations;negative
ftw;posivitive
fuck;negative
fucking;negative
fudge;negative
fugitive;negative
fulfillment;posivitive
full-blown;negative
fulminate;negative
fumble;negative
fume;negative
fumes;negative
fun;posivitive
fundamentalism;negative
funky;negative
funnily;negative
funny;negative
furious;negative
furiously;negative
furor;negative
fury;negative
fuss;negative
fussy;negative
fustigate;negative
fusty;negative
futile;negative
futilely;negative
futility;negative
futurestic;posivitive
futuristic;posivitive
fuzzy;negative
gabble;negative
gaff;negative
gaffe;negative
gaiety;posivitive
gaily;posivitive
gain;posivitive
gained;posivitive
gainful;posivitive
gainfully;posivitive
gaining;posivitive
gains;posivitive
gainsay;negative
gainsayer;negative
gall;negative
gallant;posivitive
gallantly;posivitive
galling;negative
gallingly;negative
galls;negative
galore;posivitive
gangster;negative
gape;negative
garbage;negative
garish;negative
gasp;negative
gauche;negative
gaudy;negative
gawk;negative
gawky;negative
geekier;posivitive
geeky;posivitive
geezer;negative
gem;posivitive
gems;posivitive
generosity;posivitive
generous;posivitive
generously;posivitive
genial;posivitive
genius;posivitive
genocide;negative
gentle;posivitive
gentlest;posivitive
genuine;posivitive
get-rich;negative
ghastly;negative
ghetto;negative
ghosting;negative
gibber;negative
gibberish;negative
gibe;negative
giddy;negative
gifted;posivitive
gimmick;negative
gimmicked;negative
gimmicking;negative
gimmicks;negative
gimmicky;negative
glad;posivitive
gladden;posivitive
gladly;posivitive
gladness;posivitive
glamorous;posivitive
glare;negative
glaringly;negative
glee;posivitive
gleeful;posivitive
gleefully;posivitive
glib;negative
glibly;negative
glimmer;posivitive
glimmering;posivitive
glisten;posivitive
glistening;posivitive
glitch;negative
glitches;negative
glitter;posivitive
glitz;posivitive
gloatingly;negative
gloom;negative
gloomy;negative
glorify;posivitive
glorious;posivitive
gloriously;posivitive
glory;posivitive
glow;posivitive
glower;negative
glowing;posivitive
glowingly;posivitive
glum;negative
glut;negative
gnawing;negative
goad;negative
goading;negative
god-awful;negative
god-given;posivitive
godlike;posivitive
godsend;posivitive
god-send;posivitive
gold;posivitive
golden;posivitive
good;posivitive
goodly;posivitive
goodness;posivitive
goodwill;posivitive
goof;negative
goofy;negative
goon;negative
goood;posivitive
gooood;posivitive
gorgeous;posivitive
gorgeously;posivitive
gossip;negative
grace;posivitive
graceful;posivitive
gracefully;posivitive
graceless;negative
gracelessly;negative
gracious;posivitive
graciously;posivitive
graciousness;posivitive
graft;negative
grainy;negative
grand;posivitive
grandeur;posivitive
grapple;negative
grate;negative
grateful;posivitive
gratefully;posivitive
gratification;posivitive
gratified;posivitive
gratifies;posivitive
gratify;posivitive
gratifying;posivitive
gratifyingly;posivitive
grating;negative
gratitude;posivitive
gravely;negative
greasy;negative
great;posivitive
greatest;posivitive
greatness;posivitive
greed;negative
greedy;negative
grief;negative
grievance;negative
grievances;negative
grieve;negative
grieving;negative
grievous;negative
grievously;negative
grim;negative
grimace;negative
grin;posivitive
grind;negative
gripe;negative
gripes;negative
grisly;negative
gritty;negative
gross;negative
grossly;negative
grotesque;negative
grouch;negative
grouchy;negative
groundbreaking;posivitive
groundless;negative
grouse;negative
growl;negative
grudge;negative
grudges;negative
grudging;negative
grudgingly;negative
gruesome;negative
gruesomely;negative
gruff;negative
grumble;negative
grumpier;negative
grumpiest;negative
grumpily;negative
grumpish;negative
grumpy;negative
guarantee;posivitive
guidance;posivitive
guile;negative
guilt;negative
guiltily;negative
guiltless;posivitive
guilty;negative
gullible;negative
gumption;posivitive
gush;posivitive
gusto;posivitive
gutless;negative
gutsy;posivitive
gutter;negative
hack;negative
hacks;negative
haggard;negative
haggle;negative
hail;posivitive
hairloss;negative
halcyon;posivitive
hale;posivitive
halfhearted;negative
halfheartedly;negative
hallmark;posivitive
hallmarks;posivitive
hallowed;posivitive
hallucinate;negative
hallucination;negative
hamper;negative
hampered;negative
handicapped;negative
handier;posivitive
handily;posivitive
hands-down;posivitive
handsome;posivitive
handsomely;posivitive
handy;posivitive
hang;negative
hangs;negative
haphazard;negative
hapless;negative
happier;posivitive
happily;posivitive
happiness;posivitive
happy;posivitive
harangue;negative
harass;negative
harassed;negative
harasses;negative
harassment;negative
harboring;negative
harbors;negative
hard;negative
hardball;negative
harden;negative
hardened;negative
hardheaded;negative
hardhearted;negative
hard-hit;negative
hardier;posivitive
hard-line;negative
hardliner;negative
hard-liner;negative
hardliners;negative
hardship;negative
hardships;negative
hard-working;posivitive
hardy;posivitive
harm;negative
harmed;negative
harmful;negative
harmless;posivitive
harmonious;posivitive
harmoniously;posivitive
harmonize;posivitive
harmony;posivitive
harms;negative
harpy;negative
harridan;negative
harried;negative
harrow;negative
harsh;negative
harshly;negative
hasseling;negative
hassle;negative
hassled;negative
hassles;negative
haste;negative
hastily;negative
hasty;negative
hate;negative
hated;negative
hateful;negative
hatefully;negative
hatefulness;negative
hater;negative
haters;negative
hates;negative
hating;negative
hatred;negative
haughtily;negative
haughty;negative
haunt;negative
haunting;negative
havoc;negative
hawkish;negative
haywire;negative
hazard;negative
hazardous;negative
haze;negative
hazy;negative
headache;negative
headaches;negative
head-aches;negative
headway;posivitive
heal;posivitive
healthful;posivitive
healthy;posivitive
heartbreaker;negative
heartbreaking;negative
heartbreakingly;negative
hearten;posivitive
heartening;posivitive
heartfelt;posivitive
heartily;posivitive
heartless;negative
heartwarming;posivitive
heathen;negative
heaven;posivitive
heavenly;posivitive
heavy-handed;negative
heavyhearted;negative
heck;negative
heckle;negative
heckled;negative
heckles;negative
hectic;negative
hedge;negative
hedonistic;negative
heedless;negative
hefty;negative
hegemonism;negative
hegemonistic;negative
hegemony;negative
heinous;negative
hell;negative
hell-bent;negative
hellion;negative
hells;negative
helped;posivitive
helpful;posivitive
helping;posivitive
helpless;negative
helplessly;negative
helplessness;negative
heresy;negative
heretic;negative
heretical;negative
hero;posivitive
heroic;posivitive
heroically;posivitive
heroine;posivitive
heroize;posivitive
heros;posivitive
hesitant;negative
hestitant;negative
hideous;negative
hideously;negative
hideousness;negative
high-priced;negative
high-quality;posivitive
high-spirited;posivitive
hilarious;posivitive
hiliarious;negative
hinder;negative
hindrance;negative
hiss;negative
hissed;negative
hissing;negative
hoard;negative
hoax;negative
hobble;negative
hogs;negative
ho-hum;negative
hollow;negative
holy;posivitive
homage;posivitive
honest;posivitive
honesty;posivitive
honor;posivitive
honorable;posivitive
honored;posivitive
honoring;posivitive
hoodium;negative
hoodwink;negative
hooligan;negative
hooray;posivitive
hopeful;posivitive
hopeless;negative
hopelessly;negative
hopelessness;negative
horde;negative
horrendous;negative
horrendously;negative
horrible;negative
horrid;negative
horrific;negative
horrified;negative
horrifies;negative
horrify;negative
horrifying;negative
horrifys;negative
hospitable;posivitive
hostage;negative
hostile;negative
hostilities;negative
hostility;negative
hot;posivitive
hotbeds;negative
hotcake;posivitive
hotcakes;posivitive
hothead;negative
hotheaded;negative
hothouse;negative
hottest;posivitive
hubris;negative
huckster;negative
hug;posivitive
hum;negative
humane;posivitive
humble;posivitive
humid;negative
humiliate;negative
humiliating;negative
humiliation;negative
humility;posivitive
humming;negative
humor;posivitive
humorous;posivitive
humorously;posivitive
humour;posivitive
humourous;posivitive
hung;negative
hurt;negative
hurted;negative
hurtful;negative
hurting;negative
hurts;negative
hustler;negative
hype;negative
hypocricy;negative
hypocrisy;negative
hypocrite;negative
hypocrites;negative
hypocritical;negative
hypocritically;negative
hysteria;negative
hysteric;negative
hysterical;negative
hysterically;negative
hysterics;negative
ideal;posivitive
idealize;posivitive
ideally;posivitive
idiocies;negative
idiocy;negative
idiot;negative
idiotic;negative
idiotically;negative
idiots;negative
idle;negative
idol;posivitive
idolize;posivitive
idolized;posivitive
idyllic;posivitive
ignoble;negative
ignominious;negative
ignominiously;negative
ignominy;negative
ignorance;negative
ignorant;negative
ignore;negative
ill-advised;negative
ill-conceived;negative
ill-defined;negative
ill-designed;negative
illegal;negative
illegally;negative
illegitimate;negative
ill-fated;negative
ill-favored;negative
ill-formed;negative
illicit;negative
illiterate;negative
ill-mannered;negative
ill-natured;negative
illness;negative
illogic;negative
illogical;negative
illogically;negative
ill-sorted;negative
ill-tempered;negative
ill-treated;negative
ill-treatment;negative
illuminate;posivitive
illuminati;posivitive
illuminating;posivitive
illumine;posivitive
ill-usage;negative
ill-used;negative
illusion;negative
illusions;negative
illusory;negative
illustrious;posivitive
ilu;posivitive
imaculate;posivitive
imaginary;negative
imaginative;posivitive
imbalance;negative
imbecile;negative
imbroglio;negative
immaculate;posivitive
immaculately;posivitive
immaterial;negative
immature;negative
immense;posivitive
imminence;negative
imminently;negative
immobilized;negative
immoderate;negative
immoderately;negative
immodest;negative
immoral;negative
immorality;negative
immorally;negative
immovable;negative
impair;negative
impaired;negative
impartial;posivitive
impartiality;posivitive
impartially;posivitive
impasse;negative
impassioned;posivitive
impatience;negative
impatient;negative
impatiently;negative
impeach;negative
impeccable;posivitive
impeccably;posivitive
impedance;negative
impede;negative
impediment;negative
impending;negative
impenitent;negative
imperfect;negative
imperfection;negative
imperfections;negative
imperfectly;negative
imperialist;negative
imperil;negative
imperious;negative
imperiously;negative
impermissible;negative
impersonal;negative
impertinent;negative
impetuous;negative
impetuously;negative
impiety;negative
impinge;negative
impious;negative
implacable;negative
implausible;negative
implausibly;negative
implicate;negative
implication;negative
implode;negative
impolite;negative
impolitely;negative
impolitic;negative
important;posivitive
importunate;negative
importune;negative
impose;negative
imposers;negative
imposing;negative
imposition;negative
impossible;negative
impossiblity;negative
impossibly;negative
impotent;negative
impoverish;negative
impoverished;negative
impractical;negative
imprecate;negative
imprecise;negative
imprecisely;negative
imprecision;negative
impress;posivitive
impressed;posivitive
impresses;posivitive
impressive;posivitive
impressively;posivitive
impressiveness;posivitive
imprison;negative
imprisonment;negative
improbability;negative
improbable;negative
improbably;negative
improper;negative
improperly;negative
impropriety;negative
improve;posivitive
improved;posivitive
improvement;posivitive
improvements;posivitive
improves;posivitive
improving;posivitive
imprudence;negative
imprudent;negative
impudence;negative
impudent;negative
impudently;negative
impugn;negative
impulsive;negative
impulsively;negative
impunity;negative
impure;negative
impurity;negative
inability;negative
inaccuracies;negative
inaccuracy;negative
inaccurate;negative
inaccurately;negative
inaction;negative
inactive;negative
inadequacy;negative
inadequate;negative
inadequately;negative
inadverent;negative
inadverently;negative
inadvisable;negative
inadvisably;negative
inane;negative
inanely;negative
inappropriate;negative
inappropriately;negative
inapt;negative
inaptitude;negative
inarticulate;negative
inattentive;negative
inaudible;negative
incapable;negative
incapably;negative
incautious;negative
incendiary;negative
incense;negative
incessant;negative
incessantly;negative
incite;negative
incitement;negative
incivility;negative
inclement;negative
incognizant;negative
incoherence;negative
incoherent;negative
incoherently;negative
incommensurate;negative
incomparable;negative
incomparably;negative
incompatability;negative
incompatibility;negative
incompatible;negative
incompetence;negative
incompetent;negative
incompetently;negative
incomplete;negative
incompliant;negative
incomprehensible;negative
incomprehension;negative
inconceivable;negative
inconceivably;negative
incongruous;negative
incongruously;negative
inconsequent;negative
inconsequential;negative
inconsequentially;negative
inconsequently;negative
inconsiderate;negative
inconsiderately;negative
inconsistence;negative
inconsistencies;negative
inconsistency;negative
inconsistent;negative
inconsolable;negative
inconsolably;negative
inconstant;negative
inconvenience;negative
inconveniently;negative
incorrect;negative
incorrectly;negative
incorrigible;negative
incorrigibly;negative
incredible;posivitive
incredibly;posivitive
incredulous;negative
incredulously;negative
inculcate;negative
indebted;posivitive
indecency;negative
indecent;negative
indecently;negative
indecision;negative
indecisive;negative
indecisively;negative
indecorum;negative
indefensible;negative
indelicate;negative
indeterminable;negative
indeterminably;negative
indeterminate;negative
indifference;negative
indifferent;negative
indigent;negative
indignant;negative
indignantly;negative
indignation;negative
indignity;negative
indiscernible;negative
indiscreet;negative
indiscreetly;negative
indiscretion;negative
indiscriminate;negative
indiscriminately;negative
indiscriminating;negative
indistinguishable;negative
individualized;posivitive
indoctrinate;negative
indoctrination;negative
indolent;negative
indulge;negative
indulgence;posivitive
indulgent;posivitive
industrious;posivitive
ineffective;negative
ineffectively;negative
ineffectiveness;negative
ineffectual;negative
ineffectually;negative
ineffectualness;negative
inefficacious;negative
inefficacy;negative
inefficiency;negative
inefficient;negative
inefficiently;negative
inelegance;negative
inelegant;negative
ineligible;negative
ineloquent;negative
ineloquently;negative
inept;negative
ineptitude;negative
ineptly;negative
inequalities;negative
inequality;negative
inequitable;negative
inequitably;negative
inequities;negative
inescapable;negative
inescapably;negative
inessential;negative
inestimable;posivitive
inestimably;posivitive
inevitable;negative
inevitably;negative
inexcusable;negative
inexcusably;negative
inexorable;negative
inexorably;negative
inexpensive;posivitive
inexperience;negative
inexperienced;negative
inexpert;negative
inexpertly;negative
inexpiable;negative
inexplainable;negative
inextricable;negative
inextricably;negative
infallibility;posivitive
infallible;posivitive
infallibly;posivitive
infamous;negative
infamously;negative
infamy;negative
infected;negative
infection;negative
infections;negative
inferior;negative
inferiority;negative
infernal;negative
infest;negative
infested;negative
infidel;negative
infidels;negative
infiltrator;negative
infiltrators;negative
infirm;negative
inflame;negative
inflammation;negative
inflammatory;negative
inflammed;negative
inflated;negative
inflationary;negative
inflexible;negative
inflict;negative
influential;posivitive
infraction;negative
infringe;negative
infringement;negative
infringements;negative
infuriate;negative
infuriated;negative
infuriating;negative
infuriatingly;negative
ingenious;posivitive
ingeniously;posivitive
ingenuity;posivitive
ingenuous;posivitive
ingenuously;posivitive
inglorious;negative
ingrate;negative
ingratitude;negative
inhibit;negative
inhibition;negative
inhospitable;negative
inhospitality;negative
inhuman;negative
inhumane;negative
inhumanity;negative
inimical;negative
inimically;negative
iniquitous;negative
iniquity;negative
injudicious;negative
injure;negative
injurious;negative
injury;negative
injustice;negative
injustices;negative
innocuous;posivitive
innovation;posivitive
innovative;posivitive
innuendo;negative
inoperable;negative
inopportune;negative
inordinate;negative
inordinately;negative
inpressed;posivitive
insane;negative
insanely;negative
insanity;negative
insatiable;negative
insecure;negative
insecurity;negative
insensible;negative
insensitive;negative
insensitively;negative
insensitivity;negative
insidious;negative
insidiously;negative
insightful;posivitive
insightfully;posivitive
insignificance;negative
insignificant;negative
insignificantly;negative
insincere;negative
insincerely;negative
insincerity;negative
insinuate;negative
insinuating;negative
insinuation;negative
insociable;negative
insolence;negative
insolent;negative
insolently;negative
insolvent;negative
insouciance;negative
inspiration;posivitive
inspirational;posivitive
inspire;posivitive
inspiring;posivitive
instability;negative
instable;negative
instantly;posivitive
instigate;negative
instigator;negative
instigators;negative
instructive;posivitive
instrumental;posivitive
insubordinate;negative
insubstantial;negative
insubstantially;negative
insufferable;negative
insufferably;negative
insufficiency;negative
insufficient;negative
insufficiently;negative
insular;negative
insult;negative
insulted;negative
insulting;negative
insultingly;negative
insults;negative
insupportable;negative
insupportably;negative
insurmountable;negative
insurmountably;negative
insurrection;negative
intefere;negative
inteferes;negative
integral;posivitive
integrated;posivitive
